Libellé du département,% Abs/Ins,% Vot/Ins,% Blancs/Ins,% Blancs/Vot,% Nuls/Ins,% Nuls/Vot,% Exp/Ins,% Exp/Vot,% Voix/Ins,% Voix/Exp,% Voix/Ins.1,% Voix/Exp.1,% Voix/Ins.2,% Voix/Exp.2,% Voix/Ins.3,% Voix/Exp.3,% Voix/Ins.4,% Voix/Exp.4,% Voix/Ins.5,% Voix/Exp.5,% Voix/Ins.6,% Voix/Exp.6,% Voix/Ins.7,% Voix/Exp.7,% Voix/Ins.8,% Voix/Exp.8,% Voix/Ins.9,% Voix/Exp.9,% Voix/Ins.10,% Voix/Exp.10,% Voix/Ins.11,% Voix/Exp.11
La Réunion,46.43857142857143,53.56142857142857,1.082857142857143,2.015714285714286,1.207142857142857,2.2471428571428573,51.27428571428572,95.73571428571428,0.5242857142857142,1.0242857142857142,0.4642857142857143,0.9114285714285714,9.297142857142857,18.14857142857143,0.71,1.3800000000000001,12.784285714285714,24.951428571428572,1.9342857142857142,3.7528571428571427,20.50857142857143,40.00714285714286,0.8257142857142857,1.6085714285714285,1.167142857142857,2.275714285714286,1.4385714285714286,2.7914285714285714,0.39714285714285713,0.7714285714285715,1.2242857142857144,2.3785714285714286
Landes,19.886666666666667,80.11333333333333,1.2266666666666666,1.53,0.49333333333333335,0.6133333333333334,78.39666666666666,97.86,0.34,0.43333333333333335,2.4933333333333336,3.1766666666666663,21.016666666666666,26.813333333333333,7.466666666666666,9.506666666666666,17.936666666666667,22.88,5.073333333333333,6.4799999999999995,13.456666666666669,17.176666666666666,2.8033333333333332,3.5700000000000003,2.57,3.28,3.15,4.016666666666667,0.6,0.7666666666666666,1.49,1.9033333333333333
Loir-et-Cher,24.24666666666667,75.75333333333334,1.3,1.7133333333333332,0.5599999999999999,0.7433333333333333,73.89,97.54333333333334,0.5099999999999999,0.6866666666666666,1.843333333333333,2.4899999999999998,20.62,27.916666666666668,2.2433333333333336,3.03,20.546666666666667,27.78,5.196666666666666,7.036666666666666,12.396666666666667,16.796666666666667,1.29,1.75,2.8966666666666665,3.92,3.9166666666666665,5.3,0.6266666666666666,0.84,1.8066666666666666,2.4466666666666668
Loire,23.761666666666667,76.23833333333333,1.2516666666666667,1.6316666666666666,0.48,0.6250000000000001,74.51,97.74666666666667,0.455,0.6083333333333333,1.755,2.3566666666666665,19.93166666666667,26.72,2.16,2.876666666666667,18.116666666666667,24.183333333333334,5.546666666666667,7.446666666666666,16.216666666666665,21.96166666666667,1.3583333333333334,1.8233333333333333,3.285,4.425,3.5016666666666665,4.691666666666666,0.5333333333333333,0.715,1.6483333333333334,2.1933333333333334
Loire-Atlantique,22.615000000000002,77.385,1.25,1.613,0.41899999999999993,0.538,75.72,97.848,0.438,0.5780000000000001,1.734,2.295,24.074,31.746000000000002,1.6789999999999998,2.214,12.383,16.346,4.056,5.35,18.240000000000002,24.156,1.764,2.337,5.784000000000001,7.640000000000001,3.526,4.6450000000000005,0.682,0.9029999999999999,1.357,1.7919999999999998
Loiret,24.995,75.005,1.205,1.6066666666666667,0.47,0.6266666666666666,73.33,97.765,0.43,0.5850000000000001,1.6450000000000002,2.2433333333333336,21.153333333333332,28.825,1.8683333333333334,2.5483333333333333,18.9,25.808333333333334,4.998333333333333,6.82,13.808333333333332,18.826666666666668,1.23,1.675,3.125,4.253333333333333,3.9516666666666667,5.388333333333333,0.5316666666666667,0.7266666666666667,1.6866666666666665,2.3016666666666663
Lot,19.475,80.525,1.28,1.585,0.69,0.8600000000000001,78.555,97.555,0.44499999999999995,0.565,2.5549999999999997,3.25,19.630000000000003,24.985,5.800000000000001,7.380000000000001,15.36,19.555,4.38,5.575,18.634999999999998,23.72,1.99,2.535,3.295,4.199999999999999,4.045,5.15,0.7,0.89,1.72,2.19
Lot-et-Garonne,21.97,78.03,1.1566666666666665,1.4799999999999998,0.6266666666666666,0.7999999999999999,76.24666666666667,97.71666666666665,0.36333333333333334,0.48333333333333334,2.0533333333333332,2.6933333333333334,17.586666666666666,23.05333333333333,5.636666666666667,7.3999999999999995,20.886666666666667,27.400000000000002,6.476666666666667,8.493333333333334,14.1,18.496666666666666,1.39,1.8266666666666669,2.33,3.0500000000000003,3.1933333333333334,4.19,0.5966666666666667,0.7799999999999999,1.63,2.1366666666666667
Lozère,19.53,80.47,1.24,1.54,0.66,0.82,78.57,97.64,0.39,0.5,2.25,2.86,17.95,22.85,7.89,10.05,17.55,22.34,5.26,6.7,15.3,19.48,1.75,2.22,2.9,3.69,5.08,6.47,0.71,0.91,1.53,1.94
Maine-et-Loire,23.262857142857143,76.73714285714286,1.3699999999999999,1.7842857142857143,0.51,0.6628571428571428,74.85857142857142,97.55285714285715,0.5228571428571429,0.6957142857142857,1.4214285714285713,1.9000000000000001,26.542857142857144,35.44714285714286,1.8785714285714286,2.5100000000000002,15.415714285714285,20.604285714285712,3.7014285714285715,4.9471428571428575,13.547142857142857,18.092857142857145,1.4814285714285713,1.9814285714285715,4.464285714285714,5.96,3.6614285714285715,4.8914285714285715,0.6214285714285713,0.8314285714285715,1.6014285714285716,2.1371428571428575
Manche,24.3875,75.6125,1.2325,1.6275,0.5075000000000001,0.665,73.875,97.705,0.585,0.79,1.92,2.6075,24.05,32.5225,2.4325,3.29,18.1025,24.4875,3.63,4.9125,12.235,16.605,1.5375,2.09,3.09,4.1875,3.8125,5.1475,0.705,0.955,1.7775,2.4025
Marne,26.542,73.458,1.004,1.362,0.44799999999999995,0.608,72.01,98.032,0.466,0.646,1.3900000000000001,1.934,20.636000000000003,28.689999999999998,1.8119999999999998,2.512,21.96,30.410000000000004,5.126,7.116,11.286,15.724,0.932,1.2959999999999998,2.52,3.5140000000000002,3.7700000000000005,5.232,0.496,0.692,1.614,2.234
Martinique,57.317499999999995,42.682500000000005,1.3199999999999998,3.09,0.9975,2.3325,40.3625,94.575,0.47500000000000003,1.175,0.2425,0.61,6.577500000000001,16.2925,0.38,0.9425,5.3675,13.275,1.035,2.565,21.475,53.2175,1.3,3.2375,0.6525,1.62,1.5474999999999999,3.8274999999999997,0.3225,0.7949999999999999,0.985,2.4475
Mayenne,23.513333333333332,76.48666666666666,1.55,2.026666666666667,0.6766666666666667,0.8833333333333334,74.25999999999999,97.08666666666666,0.5666666666666667,0.7666666666666666,1.4733333333333334,1.9866666666666666,26.99666666666667,36.35,2.0866666666666664,2.8066666666666666,16.66,22.436666666666667,3.5700000000000003,4.806666666666667,11.393333333333333,15.343333333333334,1.5433333333333332,2.08,3.5233333333333334,4.746666666666667,4.11,5.533333333333334,0.6133333333333333,0.82,1.72,2.316666666666667
Mayotte,59.75,40.25,1.005,2.485,1.295,3.215,37.96,94.3,0.46499999999999997,1.23,0.22,0.585,6.5,17.175,0.385,1.015,16.060000000000002,42.21,0.535,1.415,9.190000000000001,24.285,0.345,0.92,0.32,0.8400000000000001,3.0,7.875,0.355,0.935,0.575,1.51
Meurthe-et-Moselle,26.616666666666664,73.38333333333334,1.0333333333333334,1.405,0.4533333333333333,0.6166666666666667,71.89999999999999,97.97833333333334,0.47333333333333333,0.66,1.6083333333333334,2.2516666666666665,19.563333333333333,27.17,1.7533333333333332,2.4366666666666665,19.335,26.905,4.79,6.655,15.19,21.183333333333334,1.3083333333333333,1.8150000000000002,3.015,4.178333333333334,2.7483333333333335,3.8033333333333332,0.6483333333333333,0.9033333333333333,1.4649999999999999,2.0366666666666666
Meuse,25.43,74.57,1.12,1.5,0.505,0.675,72.945,97.82499999999999,0.52,0.715,1.46,2.005,18.185000000000002,24.939999999999998,2.5949999999999998,3.56,25.66,35.195,5.43,7.445,9.99,13.684999999999999,1.0950000000000002,1.5,2.295,3.1399999999999997,3.2699999999999996,4.48,0.6599999999999999,0.905,1.7799999999999998,2.44
Morbihan,21.636666666666667,78.36333333333333,1.3099999999999998,1.67,0.5133333333333333,0.6533333333333333,76.54333333333334,97.675,0.48500000000000004,0.6349999999999999,1.9183333333333332,2.513333333333333,24.903333333333336,32.52333333333333,2.3583333333333334,3.0749999999999997,16.878333333333334,22.02,4.331666666666666,5.663333333333333,13.89,18.19,1.365,1.7883333333333333,4.428333333333334,5.798333333333333,3.7016666666666667,4.83,0.7183333333333333,0.94,1.5583333333333333,2.0316666666666667
Moselle,28.204444444444444,71.79555555555555,1.058888888888889,1.47,0.44999999999999996,0.6277777777777778,70.28666666666668,97.90222222222222,0.47111111111111115,0.6711111111111111,1.1522222222222223,1.6444444444444446,18.191111111111113,25.848888888888887,1.913333333333333,2.7044444444444444,21.492222222222225,30.555555555555557,5.292222222222223,7.5166666666666675,13.377777777777776,19.145555555555557,1.0055555555555555,1.4300000000000002,2.5133333333333336,3.565555555555555,2.598888888888889,3.678888888888889,0.5788888888888889,0.8255555555555555,1.7033333333333334,2.411111111111111
Nièvre,25.25,74.75,1.275,1.705,0.6,0.8049999999999999,72.875,97.495,0.54,0.735,2.7800000000000002,3.815,18.61,25.545,2.6500000000000004,3.62,21.265,29.155,4.779999999999999,6.550000000000001,12.945,17.78,1.4,1.92,2.31,3.1799999999999997,3.35,4.59,0.6499999999999999,0.895,1.6099999999999999,2.205
Nord,28.581428571428575,71.41857142857143,0.9495238095238095,1.3276190476190475,0.4228571428571429,0.5904761904761905,70.04714285714286,98.08285714285714,0.4195238095238095,0.5985714285714285,2.544761904761905,3.639047619047619,18.26952380952381,25.95380952380952,1.2133333333333334,1.723809523809524,20.38952380952381,29.114285714285714,3.9904761904761905,5.681904761904762,15.805238095238094,22.76809523809524,0.9942857142857142,1.4147619047619049,2.567142857142857,3.6399999999999997,2.2857142857142856,3.2357142857142858,0.4504761904761904,0.6442857142857144,1.1166666666666667,1.5885714285714285
Nouvelle-Calédonie,66.365,33.635000000000005,0.81,2.425,0.31,0.935,32.519999999999996,96.645,0.255,0.7949999999999999,0.185,0.565,13.225,40.555,0.48,1.465,6.050000000000001,18.759999999999998,3.02,9.18,4.43,13.725,0.445,1.37,1.035,3.0999999999999996,1.9,5.865,0.25,0.79,1.245,3.83
Oise,25.25142857142857,74.74857142857142,1.117142857142857,1.497142857142857,0.6900000000000001,0.9185714285714285,72.94285714285715,97.58428571428571,0.51,0.6971428571428572,1.6199999999999999,2.222857142857143,17.61857142857143,24.134285714285713,1.6228571428571428,2.2214285714285715,23.532857142857143,32.25714285714286,5.327142857142857,7.2942857142857145,14.267142857142858,19.610000000000003,0.7557142857142857,1.04,2.4285714285714284,3.325714285714286,3.0528571428571425,4.178571428571429,0.5414285714285715,0.7428571428571429,1.6614285714285715,2.2785714285714285
Orne,24.776666666666667,75.22333333333334,1.26,1.6733333333333331,0.5133333333333333,0.69,73.45,97.64333333333333,0.5833333333333334,0.7966666666666667,1.5833333333333333,2.1566666666666667,22.363333333333333,30.456666666666667,2.376666666666667,3.2433333333333336,20.373333333333335,27.73,4.343333333333333,5.916666666666667,11.17,15.213333333333333,1.1466666666666667,1.5633333333333332,2.68,3.653333333333333,4.306666666666667,5.866666666666667,0.6466666666666666,0.88,1.8633333333333333,2.5366666666666666
Paris,21.790000000000003,78.21,0.805,1.0294444444444446,0.37555555555555553,0.4822222222222222,77.03055555555555,98.48888888888888,0.21333333333333332,0.2777777777777778,1.2672222222222222,1.6527777777777777,27.07,34.94222222222223,0.885,1.1472222222222221,4.252777777777777,5.526111111111111,6.263888888888889,8.081666666666667,23.375555555555554,30.63444444444444,1.6749999999999998,2.18,5.854444444444444,7.6000000000000005,5.051111111111111,6.496111111111111,0.42000000000000004,0.5505555555555556,0.7027777777777778,0.9111111111111112
Pas-de-Calais,26.234166666666667,73.76583333333333,0.9658333333333333,1.3075,0.5625,0.7591666666666667,72.23916666666666,97.93166666666667,0.5341666666666667,0.7400000000000001,2.4116666666666666,3.358333333333333,17.805,24.531666666666666,1.5458333333333334,2.1241666666666665,27.875833333333333,38.69416666666667,3.716666666666667,5.130833333333333,11.4375,15.910000000000002,1.0608333333333333,1.4666666666666668,1.7733333333333334,2.4458333333333333,2.3016666666666667,3.15,0.5016666666666666,0.6933333333333334,1.2708333333333333,1.7533333333333332
Polynésie française,69.27333333333333,30.72666666666667,0.7233333333333333,2.3833333333333333,0.9233333333333333,2.8800000000000003,29.076666666666668,94.73666666666668,0.38999999999999996,1.3566666666666667,0.17666666666666667,0.6233333333333334,11.636666666666665,39.63333333333333,0.2966666666666667,1.0199999999999998,5.683333333333334,19.74,2.08,7.1000000000000005,3.8866666666666667,13.506666666666668,0.42,1.4633333333333336,1.04,3.5700000000000003,2.29,7.903333333333333,0.21666666666666667,0.7633333333333333,0.9566666666666667,3.3233333333333337
Puy-de-Dôme,21.625999999999998,78.374,1.476,1.8799999999999997,0.5780000000000001,0.732,76.32000000000001,97.38399999999999,0.542,0.7140000000000001,2.686,3.5200000000000005,21.432,28.077999999999996,3.4159999999999995,4.462000000000001,16.518,21.624000000000002,4.406000000000001,5.774,16.02,21.052,1.762,2.308,3.668,4.806,3.7159999999999997,4.858,0.678,0.8880000000000001,1.466,1.916
Pyrénées-Atlantiques,21.078333333333333,78.92166666666667,1.125,1.4233333333333331,0.48333333333333334,0.6116666666666667,77.315,97.96833333333332,0.3216666666666667,0.4183333333333333,1.9649999999999999,2.5433333333333334,21.403333333333332,27.694999999999997,9.376666666666667,12.108333333333334,13.525,17.474999999999998,4.926666666666667,6.38,14.693333333333333,19.008333333333333,1.8083333333333333,2.335,3.8083333333333336,4.931666666666667,3.2583333333333333,4.221666666666667,0.9266666666666667,1.2,1.3016666666666665,1.6833333333333333
Pyrénées-Orientales,24.369999999999997,75.63,0.97,1.2825,0.6275,0.83,74.0325,97.8875,0.3625,0.48750000000000004,1.79,2.42,15.2525,20.605,3.1950000000000003,4.3125,24.009999999999998,32.4075,6.82,9.2125,14.415,19.4925,1.3875,1.8800000000000001,2.3925,3.235,2.4275,3.2775,0.5475,0.7375,1.4275,1.9275
Rhône,21.757857142857144,78.24214285714287,1.0592857142857144,1.3557142857142856,0.3292857142857143,0.4235714285714286,76.85357142857143,98.2192857142857,0.3178571428571429,0.41714285714285715,1.3514285714285716,1.7692857142857144,23.40642857142857,30.23785714285714,1.4421428571428572,1.872142857142857,12.282857142857143,16.075714285714287,6.202857142857143,8.035,20.06142857142857,26.385714285714283,1.3578571428571427,1.7650000000000001,4.444999999999999,5.719285714285713,4.190714285714286,5.386428571428572,0.4492857142857143,0.585,1.3457142857142856,1.75
Saint-Martin/Saint-Barthélemy,64.77,35.23,0.61,1.74,0.34,0.98,34.28,97.28,0.17,0.49,0.2,0.57,8.48,24.74,0.85,2.49,5.92,17.27,4.53,13.23,9.64,28.13,0.38,1.1,1.01,2.95,1.45,4.23,0.26,0.75,1.39,4.05
Saint-Pierre-et-Miquelon,45.03,54.97,0.93,1.69,0.5,0.9,53.54,97.4,0.44,0.81,0.38,0.7,10.58,19.77,2.14,4.0,9.1,16.99,1.59,2.96,21.9,40.91,1.49,2.78,2.3,4.29,1.01,1.89,0.99,1.85,1.63,3.04
Sarthe,25.603999999999996,74.396,1.6280000000000001,2.194,0.506,0.6779999999999999,72.26,97.128,0.524,0.7220000000000001,1.6800000000000002,2.3259999999999996,20.444,28.282,1.832,2.532,19.908,27.556,3.9560000000000004,5.468,13.218,18.314,1.3199999999999998,1.8259999999999998,3.316,4.59,3.882,5.369999999999999,0.6100000000000001,0.842,1.576,2.18
Savoie,21.5175,78.4825,1.2225,1.5550000000000002,0.46499999999999997,0.595,76.78999999999999,97.8475,0.3775,0.49,1.745,2.275,20.0625,26.127499999999998,2.525,3.29,17.7225,23.08,5.5925,7.2825,15.6075,20.322499999999998,1.3775,1.795,4.8675,6.335,4.2475,5.5325,0.5825,0.76,2.0825,2.7175000000000002
Saône-et-Loire,23.612000000000002,76.388,1.474,1.9280000000000002,0.594,0.7779999999999999,74.322,97.294,0.49000000000000005,0.658,1.8359999999999999,2.474,20.576,27.68,2.532,3.406,20.288,27.296,5.142,6.918000000000001,12.974,17.472,1.496,2.0119999999999996,2.6759999999999997,3.604,3.79,5.093999999999999,0.5860000000000001,0.79,1.934,2.594
Seine-Maritime,25.764,74.236,1.242,1.6780000000000002,0.346,0.462,72.647,97.86,0.491,0.6719999999999999,2.3009999999999997,3.207,20.205000000000002,27.691000000000003,1.494,2.043,19.375,26.548000000000002,3.754,5.146,16.203,22.595,1.283,1.77,2.883,3.963,2.682,3.65,0.622,0.858,1.355,1.8509999999999998
Seine-Saint-Denis,30.424166666666665,69.57583333333334,0.9575,1.3775000000000002,0.41083333333333333,0.5941666666666666,68.20666666666666,98.02833333333332,0.3475,0.5108333333333334,1.4508333333333334,2.1199999999999997,13.7425,20.0325,0.8508333333333334,1.24,8.136666666666667,11.943333333333333,3.5041666666666664,5.1125,33.645833333333336,49.553333333333335,0.7291666666666666,1.0608333333333333,2.3675,3.4175,2.1875,3.186666666666667,0.45416666666666666,0.665,0.7875,1.1491666666666667
Seine-et-Marne,24.9,75.10000000000001,1.231818181818182,1.6409090909090909,0.45363636363636367,0.6045454545454546,73.41363636363636,97.75545454545454,0.3836363636363636,0.5227272727272727,1.4245454545454546,1.9372727272727273,18.299090909090907,24.922727272727272,1.528181818181818,2.078181818181818,17.22,23.427272727272726,5.297272727272728,7.203636363636363,19.163636363636364,26.162727272727274,0.879090909090909,1.2027272727272729,2.97,4.044545454545455,4.066363636363636,5.527272727272727,0.5109090909090909,0.6972727272727273,1.6681818181818182,2.273636363636364
Somme,25.062,74.938,1.1780000000000002,1.568,0.8800000000000001,1.17,72.88199999999999,97.264,0.604,0.828,1.8800000000000001,2.5759999999999996,20.306,27.889999999999997,1.7899999999999998,2.446,23.792,32.536,4.118,5.646,12.822,17.696,0.914,1.252,1.9780000000000002,2.726,2.778,3.8,0.538,0.734,1.366,1.8699999999999999
Tarn,21.116666666666664,78.88333333333333,1.1533333333333333,1.4633333333333332,0.69,0.8733333333333334,77.03333333333335,97.65666666666668,0.3933333333333333,0.51,1.7733333333333334,2.3000000000000003,18.173333333333332,23.596666666666664,5.726666666666667,7.4366666666666665,18.92,24.55666666666667,5.37,6.97,16.11,20.91,1.9566666666666668,2.5366666666666666,2.9033333333333338,3.766666666666667,3.3833333333333333,4.3966666666666665,0.61,0.79,1.7166666666666668,2.2266666666666666
Tarn-et-Garonne,21.005,78.995,1.15,1.455,0.575,0.735,77.265,97.81,0.36,0.46499999999999997,1.92,2.485,16.825,21.78,5.0649999999999995,6.555,22.314999999999998,28.865,6.24,8.08,14.79,19.155,1.63,2.1100000000000003,2.565,3.3200000000000003,3.1799999999999997,4.12,0.56,0.7250000000000001,1.81,2.34
Territoire de Belfort,23.725,76.275,1.3250000000000002,1.7349999999999999,0.63,0.825,74.325,97.44,0.595,0.8049999999999999,1.585,2.135,17.89,24.07,2.135,2.87,20.33,27.355,5.955,8.015,15.6,20.975,1.12,1.51,2.985,4.02,3.545,4.765000000000001,0.645,0.865,1.9449999999999998,2.615
Val-d'Oise,26.639999999999997,73.36,1.085,1.478,0.422,0.576,71.851,97.94300000000001,0.325,0.454,1.344,1.861,18.512999999999998,25.631999999999998,1.21,1.674,12.219,16.951,5.0729999999999995,7.042,24.475,34.409000000000006,0.82,1.137,2.727,3.746,3.492,4.817,0.45200000000000007,0.627,1.197,1.654
Val-de-Marne,24.767272727272726,75.23272727272727,1.0663636363636364,1.4163636363636363,0.3981818181818182,0.5318181818181817,73.76727272727273,98.05090909090909,0.32090909090909087,0.4372727272727273,1.9054545454545455,2.596363636363636,21.074545454545454,28.44272727272727,1.1127272727272728,1.508181818181818,8.757272727272728,11.897272727272728,5.296363636363636,7.131818181818182,24.75272727272727,33.764545454545456,1.0454545454545454,1.4154545454545455,3.927272727272727,5.292727272727273,3.9318181818181817,5.290909090909091,0.4754545454545455,0.6454545454545454,1.1672727272727272,1.5818181818181818
Var,25.90625,74.09375,0.9525,1.28625,0.38125,0.5125,72.76125,98.2025,0.25875000000000004,0.35125,1.2962500000000001,1.7825,17.38125,23.9025,2.1375,2.935,22.0175,30.213749999999997,9.6825,13.32,10.98375,15.12,0.7,0.96125,2.5637499999999998,3.5212499999999998,3.47125,4.77375,0.43125,0.59375,1.84125,2.53
Vaucluse,24.82,75.17999999999999,1.048,1.3940000000000001,0.422,0.5599999999999999,73.704,98.04400000000001,0.298,0.404,1.518,2.06,16.18,21.928,2.37,3.2060000000000004,21.580000000000002,29.176,7.346000000000001,9.943999999999999,15.526,21.242,0.9179999999999999,1.244,2.946,4.0,2.874,3.8880000000000003,0.48999999999999994,0.666,1.6620000000000001,2.246
Vendée,21.84,78.16,1.344,1.718,0.624,0.8,76.192,97.482,0.48200000000000004,0.636,1.478,1.94,27.1,35.532,2.402,3.154,17.748,23.32,4.587999999999999,6.026,11.018,14.462,1.332,1.748,3.556,4.664,4.068,5.337999999999999,0.666,0.874,1.7559999999999998,2.304
Vienne,22.365000000000002,77.635,1.3225,1.705,0.655,0.8475,75.66,97.4475,0.5625,0.7475,2.0975,2.775,22.1,29.175,2.545,3.37,17.8675,23.7325,3.9075,5.165,15.9475,21.0175,1.475,1.94,3.4625,4.5575,3.255,4.305,0.7575000000000001,1.0,1.6725,2.215
Vosges,24.7225,75.2775,1.2425,1.645,0.6725,0.895,73.3625,97.45750000000001,0.57,0.7775,1.39,1.895,18.5075,25.235,2.6175,3.56,23.634999999999998,32.21,4.74,6.4625,11.7375,16.009999999999998,1.125,1.53,2.7225,3.7125,3.375,4.5975,0.7224999999999999,0.9824999999999999,2.2325,3.0375
Wallis et Futuna,43.29,56.71,0.28,0.5,0.18,0.31,56.24,99.19,1.03,1.83,0.36,0.63,22.2,39.47,0.82,1.46,6.08,10.8,1.24,2.2,5.26,9.35,1.24,2.2,0.76,1.34,14.21,25.27,0.5,0.9,2.56,4.55
Yonne,24.070000000000004,75.93,1.1433333333333333,1.5066666666666666,0.49666666666666665,0.6566666666666666,74.28666666666668,97.83666666666666,0.5066666666666667,0.6833333333333332,1.7033333333333334,2.2899999999999996,18.026666666666667,24.236666666666668,2.2666666666666666,3.0500000000000003,23.106666666666666,31.153333333333332,5.423333333333333,7.3066666666666675,13.283333333333333,17.88,0.9700000000000001,1.3033333333333335,2.4966666666666666,3.356666666666667,3.936666666666667,5.293333333333334,0.6266666666666666,0.8433333333333334,1.9333333333333336,2.6033333333333335
Yvelines,22.117500000000003,77.88250000000001,0.995,1.2783333333333333,0.3575,0.46249999999999997,76.52833333333332,98.2575,0.2891666666666667,0.37916666666666665,1.2175,1.5941666666666665,25.545833333333334,33.25333333333334,1.4116666666666668,1.8425,10.474166666666667,13.770000000000001,6.631666666666667,8.6175,17.724166666666665,23.33583333333333,0.9408333333333334,1.2275,4.193333333333333,5.45,6.334166666666666,8.219166666666666,0.4116666666666667,0.5425,1.3541666666666667,1.7699999999999998
